Prezime,Ime,OIB,MBG,OI,Adresa,Mjesto,Pbroj,Adr_rac,Tel,Mob,Mail,OMM,TM,OMM_adresa,OMM_Pbroj,OMM_mjesto,PROIZVOD,Dana,Agent
Brkić,Luka,57488043641,,,Borisa Ulricha 36,Kašina,10362,,,+38599626173,,7187594467,BIJELI,,,,IDEAL,2/22/2017,003
Miletić,Mia,18266365314,,,Streljačka 12,Sesvete,10360,"Bogišićeva 60, 10360 Sesvete",,+38599497963,,8056328424,BIJELI,,,,IDEAL,4/14/2017,003
Vidović,Lana,46138757844,3863405325694,398996654,Vlaška 53,Zagreb-Novi Zagreb,10020,"Mrazovićeva 27, 10290 Zaprešić",+3851280880,+385919767937,Lana.Vidovic@yahoo.com,9384136212,BIJELI,,,,IDEAL,1/25/2017,003
Car,Jakov,83490578294,,,Petra Dumičića 85,Sesvete,10360,"Bogišićeva 95, 10360 Sesvete",+3851315266,,,3843055991,BIJELI,,,,BONUS,3/29/2017,003
Štimac,Marko,18511437074,4678320467509,392171617,Nodilova 98,Sesvete-Kraljevec,10361,,,+385995766637,Marko.stimac@gmail.com,1646330908,BIJELI,Vlaška 17,10250,Lučko,IDEAL,3/23/2017,003
Horvatić,Sara,18407984211,,421173433,Zvonarnička 37,Belovar,10363,"Žerjavićeva 46, 10110 Zagreb",,+385913166762,,8879993373,CRVENI,,,,IDEAL,1/13/2017,001
Antunović,Lucija,93523123489,1088148693922,,Kaptol 80,Zagreb-Novi Zagreb,10020,"Utješinovićeva 91, 10010 Zagreb-Sloboština",+3851711915,,Lucija.Antunovic@hotmail.com,4207563278,PLAVI,,,,BONUS,4/7/2017,005
Petričević,Marta,71426902514,1376147334689,215793087,Ulica Grgura Ninskog 26,Belovar,10363,,+3851141765,+38591382715,Marta.Petricevic@yahoo.com,8881268016,PLAVI,,,,BONUS,2/27/2017,003
Ivanović,Iva,10757442206,3928805147497,377811920,Ulica Izidora Kršnjavog 12,Zagreb-Novi Zagreb,10020,,,+385917429063,,4278899361,CRVENI,,,,IDEAL,2/20/2017,003
Štimac,Nika,26935479756,,290208693,Tomislavov trg 49,Sesvete,10360,,,+385918868506,,4294634067,PLAVI,,,,IDEAL,2/11/2017,001
ćosić,Ema,73823928915,5432359933222,318020255,Nova Ves 21,Sesvete-Kraljevec,10361,"Preradovićeva 57, 10373 Ivanja Reka",+3851676852,+385911999326,,5698965520,BIJELI,,,,BONUS,4/16/2017,005
Mijatović,Ana,42517111710,,595329885,Trg hrvatskih velikana 71,Kašina,10362,,,+38591345479,,5573786193,PLAVI,,,,IDEAL,1/10/2017,001
Milošević,Ana,06882253787,,,Laginjina 59,Zagreb-Novi Zagreb,10020,"Marićev prolaz 87, 10362 Kašina",+3851262800,+385913136816,Ana.Milosevic@hotmail.com,8010825631,BIJELI,,,,IDEAL,2/18/2017,001
Jurković,Matej,00675155448,,492480915,Trg bana J. Jelačića 80,Brezovica,10257,,+3851486130,+385912248084,Matej.Jurkovic@yahoo.com,8930174164,CRVENI,,,,BONUS,2/3/2017,002
Ljubičić,Leon,51617809320,7077076189535,948089578,Kumičićeva 73,Sesvete,10360,"Trg hrvatskih velikana 59, 10020 Zagreb-Novi Zagreb",,+385993186950,Leon.Ljubicic@yahoo.com,8598254175,BIJELI,,,,IDEAL,4/27/2017,002
Crnković,Sara,30704441074,,706559912,Zvonarnička 84,Sesvete,10360,"Heinzelova 3, 10362 Kašina",+3851436640,+385917253839,,9077439563,PLAVI,,,,IDEAL,3/20/2017,005
Grubišić,Nika,72366121767,7830880194687,,Amruševa 37,Brezovica,10257,"Ulica fra Filipa Grabovca 79, 10360 Sesvete",,+385919243614,Nika.Grubisic@hotmail.com,2763394678,BIJELI,,,,IDEAL,2/1/2017,005
Turković,Nika,63439472363,8258033333368,,Hrvojeva 65,Sesvete-Kraljevec,10361,,,+385912317729,,4596211980,BIJELI,,,,IDEAL,2/28/2017,003
Stojanović,Lana,89458350485,9557578326234,,Biankinijeva 90,Sesvete-Kraljevec,10361,,+3851247253,,Lana.Stojanovic@hotmail.com,5914943746,CRVENI,,,,IDEAL,2/24/2017,004
Ljubičić,Ivan,78626752596,1044263779512,171518378,Dukljaninova 11,Kašina,10362,,,+38599357738,Ivan.Ljubicic@yahoo.com,3252539925,BIJELI,,,,IDEAL,2/15/2017,003
Lončar,Petar,51421506040,,,Splavnica 97,Sesvete,10360,,,+385915105722,Petar.Loncar@hotmail.com,4156787762,BIJELI,,,,IDEAL,3/30/2017,004
Kos,Filip,37517533863,,154164802,Kružićeva 20,Sesvete,10360,,,+385996647890,,9291627898,PLAVI,,,,KLASIK,1/12/2017,005
Šostarić,Ema,04903360737,1975204621628,,Širolina 89,Zagreb-Sloboština,10010,"Degenova 62, 10257 Brezovica",,+385995947948,Ema.sostaric@gmail.com,3693647646,PLAVI,,,,KLASIK,3/14/2017,005
Bošnjak,Nika,46455886571,9929095016864,,Zvonimirova 94,Sesvete-Kraljevec,10361,"Vojnovićeva 46, 10253 Donji Dragonožec",+3851419183,+385916827010,Nika.Bosnjak@gmail.com,5979194142,BIJELI,,,,IDEAL,3/2/2017,004
Brkić,Filip,34008526953,4951930881565,,Ulica kneza Borne 65,Zagreb-Sloboština,10010,,,+385992342032,,2856188017,PLAVI,,,,IDEAL,2/12/2017,003
Sertić,Mia,28901770815,,,Kaptol 25,Brezovica,10257,,,+385917848675,Mia.Sertic@yahoo.com,3302406127,PLAVI,,,,IDEAL,2/6/2017,005
Stanković,Mia,85091652555,4756267433338,168565037,Heinzelova 14,Brezovica,10257,"Prolaz sestara Baković 3, 10361 Sesvete-Kraljevec",+3851104643,+385914129590,Mia.Stankovic@yahoo.com,6543412110,BIJELI,,,,IDEAL,4/6/2017,002
Golubić,Mia,79606464454,,988279843,Švearova 99,Sesvete-Kraljevec,10361,,,+385914209448,,9286702092,BIJELI,,,,IDEAL,1/18/2017,002
Crnković,Matej,25142687789,5402791639617,,Jurjevska 44,Kašina,10362,,,+385998958567,Matej.Crnkovic@yahoo.com,3293788027,BIJELI,,,,IDEAL,1/11/2017,005
Rukavina,Lucija,97635929514,5640877152613,135662725,Kačićeva 16,Belovar,10363,"Trg Dragutina Domjanića 80, 10360 Sesvete",,+385917707159,Lucija.Rukavina@gmail.com,2130877321,BIJELI,,,,IDEAL,3/24/2017,005
Topić,Luka,15303209350,,,Mrazovićeva 44,Sesvete-Kraljevec,10361,"Preobraženska 74, 10361 Sesvete-Kraljevec",,+385993575622,,1356937235,BIJELI,,,,IDEAL,2/27/2017,003
Štimac,Lana,64985066179,,,Stančićeva 52,Brezovica,10257,"Savska 54, 10020 Zagreb-Novi Zagreb",,+385919347710,Lana.stimac@gmail.com,5512421223,CRVENI,,,,KLASIK,1/4/2017,002
Tomić,Matej,27612392611,8751931820369,,Branimirova 28,Brezovica,10257,,,+385995216018,Matej.Tomic@gmail.com,4042616324,PLAVI,Mihanovićeva 76,10362,Kašina,IDEAL,3/31/2017,003
Mitrović,Marta,15125153745,,,Tomislavov trg 52,Hrvatski Leskovac,10251,"Branimirova 31, 10362 Kašina",,+385992636103,Marta.Mitrovic@gmail.com,1709063331,BIJELI,,,,IDEAL,3/1/2017,001
Antunović,Marko,77970440359,8918337370542,148197425,Medvedgradska 61,Donji Dragonožec,10253,,,+385996885840,Marko.Antunovic@hotmail.com,3536134605,BIJELI,,,,BONUS,3/20/2017,005
Jović,Marko,50164717780,,,Marićev prolaz 88,Zaprešić,10290,"Petra Dumičića 18, 10290 Zaprešić",+3851892633,+38591466161,Marko.Jovic@hotmail.com,1671135001,CRVENI,,,,BONUS,2/6/2017,001
Sever,Ivano,69746140560,,,Jukićeva 2,Kašina,10362,"Savska 95, 10257 Brezovica",+3851734526,,,6951273866,BIJELI,,,,IDEAL,3/22/2017,005
Tomić,Luka,79458641412,1723766488193,371126822,Ulica kralja Držislava 5,Sesvete,10360,,,+385992314663,,3417428216,BIJELI,,,,IDEAL,4/16/2017,002
Pavlović,Ivan,07843439468,6249373384570,,Trg Dragutina Domjanića 60,Kašina,10362,"Šenoina 78, 10362 Kašina",+3851762570,,,5571935248,BIJELI,,,,IDEAL,3/26/2017,001
Orešković,Marta,85319709052,,,Šulekova 100,Lučko,10250,"Skalinska 42, 10020 Zagreb-Novi Zagreb",,+385915382271,Marta.Oreskovic@yahoo.com,2132064818,BIJELI,,,,IDEAL,4/3/2017,001
Vukić,Petar,86578413492,,954457716,Haulikova 40,Zagreb-Novi Zagreb,10020,,+3851181208,+385918598043,,1723830942,PLAVI,Tuškanova 7,10020,Zagreb-Novi,IDEAL,1/3/2017,003
Blažević,Petar,94310501989,4277926016740,612465436,Rudolfa Matza 19,Donji Dragonožec,10253,"Vukotinovićeva 60, 10360 Sesvete",+3851299946,,,7768212316,BIJELI,,,,BONUS,2/20/2017,004
Ivanković,Mia,76492682453,8753773275879,439205531,Fišerova 15,Sesvete-Kraljevec,10361,,+3851799817,,,8057895993,PLAVI,,,,IDEAL,4/16/2017,002
Janković,Ema,95270473726,,,Teslina 99,Zagreb-Sloboština,10010,"Karlovačka k.br. 1, 2 i 4 47, 10250 Lučko",+3851422515,,Ema.Jankovic@hotmail.com,5523071499,BIJELI,,,,KLASIK,3/18/2017,002
Špoljarić,Mia,87458751886,,950138143,Zvonarnička 65,Zagreb,10000,,,+385999612167,Mia.spoljaric@gmail.com,7373998044,PLAVI,,,,IDEAL,4/16/2017,002
Grgić,Lana,04975995264,8282931987300,,Petrićeva 42,Sesvete-Kraljevec,10361,,+3851431220,+385917746372,,3445242670,PLAVI,,,,BONUS,1/16/2017,005
Dujmović,Leon,27447339858,,,"Karlovačka k.br. 1, 2 i 4 16",Belovar,10363,,+3851165725,,,5040916829,BIJELI,Mikloušićeva 71,10362,Kašina,IDEAL,2/2/2017,003
Martić,Marta,81983968094,,732497863,Marićev prolaz 65,Kašina,10362,"Vukotinovićeva 40, 10360 Sesvete",,+385998558730,,2189729130,BIJELI,,,,BONUS,1/9/2017,002
Jerković,Marko,25424382116,6148152268820,230260200,Ulica Ivana Gorana Kovačića 56,Zaprešić,10290,,,+385995663925,Marko.Jerkovic@hotmail.com,6071411167,BIJELI,,,,IDEAL,4/23/2017,003
Radić,Marko,84686902529,2626633906112,805107152,Martićeva 96,Sesvete,10360,,+3851778842,+385915432016,Marko.Radic@yahoo.com,8251645861,BIJELI,,,,BONUS,4/17/2017,002
Knežević,Ana,49976479831,,148599393,Tvrtkova 51,Zagreb-Novi Zagreb,10020,"Zvonimirova 84, 10360 Sesvete",+3851619313,,,5658250886,CRVENI,,,,BONUS,1/5/2017,005
Mikulić,Jakov,46241893676,,,Šenoina 70,Brezovica,10257,,+3851782356,+385911551011,,2428680400,PLAVI,,,,IDEAL,2/3/2017,005
Pranjić,Marta,48181956872,4995326369168,,Dolac 25,Sesvete,10360,"Hebrangova 96, 10362 Kašina",,+385919857903,Marta.Pranjic@hotmail.com,3999682993,BIJELI,,,,IDEAL,1/2/2017,004
Ivančić,Iva,14197824687,,,Kordunska 30,Zaprešić,10290,"Šenoina 5, 10257 Brezovica",,+385914528204,,9645326796,BIJELI,,,,BONUS,2/5/2017,001
Mlinarić,Mia,36170377844,3150050016659,691130878,Ožegovićeva 1,Zagreb-Novi Zagreb,10020,,+3851835410,,Mia.Mlinaric@hotmail.com,7371860838,BIJELI,,,,IDEAL,2/15/2017,002
Babić,Jakov,23053116696,4870226597440,,Vojnovićeva 85,Hrvatski Leskovac,10251,"Jurjevska 82, 10110 Zagreb",,+385993742029,,7229075138,BIJELI,,,,KLASIK,4/10/2017,001
Vukić,Ema,11644159328,,283660453,Ratkajev prolaz 81,Kašina,10362,"Petrinjska 95, 10360 Sesvete",+3851160207,+385911237531,,7399582551,BIJELI,,,,IDEAL,2/11/2017,003
Janković,Nika,48587137689,,729442682,Klaićeva 56,Zagreb-Novi Zagreb,10020,,,+385915274512,Nika.Jankovic@gmail.com,5762826647,BIJELI,,,,IDEAL,1/28/2017,004
Stojanović,Jakov,26758744297,5351872596946,423306336,Hebrangova 35,Brezovica,10257,,,+385917916214,,1400809472,BIJELI,,,,KLASIK,2/21/2017,005
Prpić,Jakov,74842520512,,,Zvonimirova 27,Brezovica,10257,,+3851204436,+385917221120,,6179540103,PLAVI,,,,IDEAL,4/26/2017,004
Perković,Leon,71990228467,2187181927141,135276782,Utješinovićeva 4,Hrvatski Leskovac,10251,,+3851981559,+385911354048,Leon.Perkovic@yahoo.com,9284087702,PLAVI,Ulica Ljudevita Posavskog 7,10253,Donji,IDEAL,4/6/2017,001
Barić,Ivano,88164916565,7416938191810,999881250,Zvonarnička 40,Kašina,10362,,,+385911797431,,5665436243,BIJELI,,,,IDEAL,4/12/2017,005
Horvat,Ivan,86566605252,,984658751,Kačićeva 9,Kašina,10362,,+3851547952,,,2767202854,BIJELI,,,,IDEAL,1/21/2017,005
Ivković,Iva,41488979222,1365878862537,,Tomašićeva 73,Zaprešić,10290,"Perkovčeva 11, 10040 Zagreb-Dubrava",+3851849281,+385917157944,,5481320380,PLAVI,,,,IDEAL,3/9/2017,003
Bogdan,Nika,34031247328,,,Teslina 90,Belovar,10363,,+3851556388,,Nika.Bogdan@yahoo.com,9130253888,BIJELI,,,,IDEAL,2/24/2017,005
Jelić,Filip,26396110766,,,Bauerova 16,Brezovica,10257,,+3851768584,,,5657819953,PLAVI,,,,IDEAL,3/17/2017,001
Miletić,Mia,51674020108,,,Ulica Ante Kovačića 47,Sesvete-Kraljevec,10361,"Šenoina 60, 10361 Sesvete-Kraljevec",+3851983391,+385917955647,Mia.Miletic@yahoo.com,8383378516,BIJELI,,,,BONUS,4/15/2017,004
Barišić,Ema,09283639753,,,Starčevićev trg 63,Sesvete,10360,"Dalmatinska 24, 10360 Sesvete",+3851212622,,Ema.Barisic@yahoo.com,8158854865,BIJELI,,,,BONUS,1/26/2017,004
Bogdan,David,39376450415,2709655798109,758319171,Trg žrtava fašizma 86,Zaprešić,10290,"Pod zidom 92, 10253 Donji Dragonožec",,+385912522504,,4821642809,BIJELI,,,,IDEAL,3/6/2017,003
Erceg,Mia,04853767721,,,Bulićeva 69,Sesvete,10360,,+3851901489,,Mia.Erceg@hotmail.com,3923312298,CRVENI,,,,IDEAL,1/27/2017,004
Miletić,Ana,98346988779,,212892791,Dolac 85,Kašina,10362,,,+385996603836,Ana.Miletic@hotmail.com,9693972741,BIJELI,,,,IDEAL,3/30/2017,002
Radić,Jakov,95336719867,5603136936013,,Ratkajev prolaz 85,Hrvatski Leskovac,10251,"Ulica kneza Višeslava 8, 10362 Kašina",,+385991362240,Jakov.Radic@hotmail.com,1579661937,PLAVI,,,,BONUS,1/20/2017,003
Janković,Ivano,83882889095,,,Ulica Šandora Brešćanskoga 20,Kašina,10362,"Masarykova 42, 10250 Lučko",+3851186866,+38591110565,Ivano.Jankovic@gmail.com,8079381521,BIJELI,,,,BONUS,4/16/2017,004
Golubić,Filip,91626012871,3408661537148,,Ulica kraljice Jelene 96,Zaprešić,10290,"Ulica kneza Mutimira 11, 10251 Hrvatski Leskovac",,+385915821792,,2626138215,BIJELI,,,,IDEAL,2/15/2017,004
Petrić,Lana,30984195545,8932994427494,,Borisa Papandopula 34,Sesvete-Kraljevec,10361,"Matice hrvatske 56, 10363 Belovar",+3851697932,,Lana.Petric@gmail.com,6692293162,BIJELI,,,,IDEAL,4/14/2017,001
Mikulić,Sara,44288280639,9427710216092,,Skalinska 62,Sesvete,10360,,,+385915388479,Sara.Mikulic@hotmail.com,9290451787,BIJELI,,,,IDEAL,3/21/2017,005
Tolić,Lucija,75812173354,,904556988,Preobraženska 31,Sesvete-Kraljevec,10361,,,+385915241767,,5953087119,BIJELI,,,,IDEAL,3/15/2017,005
Sever,Marko,85778670410,,,Borisa Papandopula 93,Belovar,10363,"Stjepana Šuleka 58, 10257 Brezovica",+3851296418,+385918099882,,9217594112,BIJELI,,,,KLASIK,4/27/2017,004
Burić,Ivano,54914751606,5600680431684,,Ulica neznane junakinje 59,Sesvete-Kraljevec,10361,,+3851601826,,Ivano.Buric@gmail.com,3346125873,BIJELI,Babukićeva 81,10362,Kašina,IDEAL,2/24/2017,005
Matić,Sara,97333031722,8515517258647,742804101,Rokova ulica 68,Zagreb-Novi Zagreb,10020,"Trg hrvatskih velikana 78, 10361 Sesvete-Kraljevec",+3851830921,,,3436055443,BIJELI,,,,IDEAL,1/18/2017,005
Majić,David,02525819170,9850799715919,,Rooseveltov trg 99,Zaprešić,10290,,,+385918501848,David.Majic@yahoo.com,9706565925,BIJELI,Heinzelova 85,10257,Brezovica,IDEAL,4/17/2017,002
Poljak,Ema,45399929321,3957958144430,161078500,Starčevićev trg 48,Zagreb-Novi Zagreb,10020,"Ivana Brkanovića 10, 10360 Sesvete",,+385998633518,,4812391583,PLAVI,,,,IDEAL,2/7/2017,001
Špoljarić,Mia,63399921048,,,Ulica kneza Višeslava 66,Hrvatski Leskovac,10251,,,+385919903395,,1690561793,BIJELI,,,,IDEAL,4/8/2017,003
Vlašić,Marta,70458413527,,141919200,Mažuranićev trg 24,Sesvete-Kraljevec,10361,,+3851351235,+385914223386,,6100464046,BIJELI,,,,IDEAL,1/18/2017,004
Matić,Jakov,63131769774,5147989376834,,Berislavićeva 81,Sesvete,10360,"Krajiška 38, 10253 Donji Dragonožec",+3851617750,,Jakov.Matic@hotmail.com,6147341219,BIJELI,,,,IDEAL,1/16/2017,005
Barić,Matej,94860966674,9520545564560,518398681,Jagićeva 18,Donji Dragonožec,10253,,+3851525843,+385915505124,,4039180236,CRVENI,,,,IDEAL,4/13/2017,005
Božić,Matej,53577198345,5113310506168,762982306,Ulica Ivana Gorana Kovačića 62,Belovar,10363,,,+385914019365,Matej.Bozic@gmail.com,1847236796,BIJELI,,,,IDEAL,1/25/2017,004
Stojanović,Ivan,91065429445,3010923685381,,Bauerova 9,Sesvete,10360,"Ulica kralja Držislava 8, 10360 Sesvete",,+385915205787,,1286371039,PLAVI,,,,BONUS,2/23/2017,004
Jurić,Matej,81598810218,5085765782149,,Rakovčeva 6,Kašina,10362,"Berislavićeva 95, 10363 Belovar",+3851753670,+385916753738,Matej.Juric@hotmail.com,9609575271,PLAVI,,,,IDEAL,3/20/2017,001
Zorić,Sara,31547810331,,,Gajeva 28,Sesvete-Kraljevec,10361,,+3851396790,+385916518088,,8532804305,BIJELI,,,,IDEAL,3/5/2017,004
Milić,David,55158964511,,,Opatovina 35,Zagreb-Sloboština,10010,"Primorska 8, 10361 Sesvete-Kraljevec",+3851998269,,David.Milic@hotmail.com,9695056586,PLAVI,Hebrangova 97,10362,Kašina,IDEAL,3/9/2017,004
Jurišić,Petra,37239243739,,,Huberta Pettana 72,Sesvete,10360,"Harmica 91, 10020 Zagreb-Novi Zagreb",+3851331554,+385911504627,Petra.Jurisic@hotmail.com,3287635573,BIJELI,,,,KLASIK,4/27/2017,004
Petrović,Ema,67215687861,,208963451,Lepušićeva 59,Belovar,10363,"Trg bana J. Jelačića 29, 10020 Zagreb-Novi Zagreb",+3851733762,+385912802432,,8195417332,BIJELI,,,,BONUS,3/2/2017,004
Marković,Lucija,95406848153,,,Trg bana J. Jelačića 28,Belovar,10363,,+3851362511,+385918974372,,9924649226,PLAVI,,,,IDEAL,2/6/2017,002
Pavić,Filip,57759197741,,925085862,Crnatkova 72,Zagreb-Sloboština,10010,,,+385919678285,Filip.Pavic@hotmail.com,5352375017,BIJELI,,,,IDEAL,1/20/2017,005
Barišić,Petra,01113460549,4845491894221,799840170,Praška 85,Zaprešić,10290,,+3851573221,,Petra.Barisic@gmail.com,7351020039,BIJELI,,,,IDEAL,1/28/2017,003
Josipović,Petra,68183983024,6481453160232,,Šubićeva 21,Belovar,10363,"Mihanovićeva 79, 10257 Brezovica",+3851532121,,Petra.Josipovic@gmail.com,2102145198,BIJELI,,,,IDEAL,4/18/2017,004
Ljubičić,Marko,52492803423,2633586339639,,Trg Petra Preradovića 100,Zagreb-Novi Zagreb,10020,"Ilica 93, 10020 Zagreb-Novi Zagreb",+3851949252,,,1991585034,BIJELI,,,,BONUS,3/12/2017,003
Cindrić,Petar,60044341761,,873250620,Ulica neznane junakinje 75,Belovar,10363,"Heinzelova 65, 10362 Kašina",+3851517537,+385914447150,,4466859457,BIJELI,,,,IDEAL,1/10/2017,002
Barić,David,69239068594,,,Ulica Ivana Trnskog 77,Sesvete,10360,"Praška 90, 10000 Zagreb",+3851518852,+385918936073,,3813719368,BIJELI,Klaićeva 13,10000,Zagreb,IDEAL,2/21/2017,005
Petričević,Petra,48834288487,3087637885440,,Tuškanova 6,Kašina,10362,,+3851454214,,Petra.Petricevic@yahoo.com,9501506389,PLAVI,,,,IDEAL,2/20/2017,002
Marković,Luka,02219919818,6348480602827,362839529,Splavnica 35,Kašina,10362,,+3851719917,+38591448467,Luka.Markovic@gmail.com,9599748659,BIJELI,,,,BONUS,4/30/2017,004
Pavlić,Lucija,49799662547,2145093347940,,Ljudevita Posavskog 26,Zagreb-Novi Zagreb,10020,"Barčićeva 46, 10257 Brezovica",+3851846641,,,7189622499,BIJELI,,,,IDEAL,4/23/2017,002
Tomić,Sara,53893733310,1799370431325,,Tomićeva 18,Brezovica,10257,,,+385996843167,,1260803163,PLAVI,,,,IDEAL,3/10/2017,004
Horvatić,Ivano,80949507662,9954935575508,375129027,Barčićeva 18,Zagreb-Novi Zagreb,10020,,,+385992681543,Ivano.Horvatic@hotmail.com,1336179430,PLAVI,,,,IDEAL,2/16/2017,005
Vlašić,Ivan,44673887446,,,Ulica kneza Trpimira 55,Zagreb-Novi Zagreb,10020,,+3851241846,,,7298080861,BIJELI,,,,BONUS,1/23/2017,004
Šostarić,Iva,52928754187,9401961495469,698091685,Šubićeva 25,Zagreb-Susedgrad,10090,"Savska 50, 10361 Sesvete-Kraljevec",,+385991343652,Iva.sostaric@gmail.com,5917023309,BIJELI,,,,IDEAL,3/6/2017,001
Tadić,Ivano,68795146339,,318791378,Dukljaninova 45,Brezovica,10257,,+3851761874,,,2538697516,CRVENI,,,,IDEAL,3/6/2017,003
Galić,Marta,99639921204,,529118571,Erdodyeva 56,Sesvete-Kraljevec,10361,"Harmica 90, 10360 Sesvete",,+385917909004,Marta.Galic@gmail.com,9373309539,PLAVI,,,,IDEAL,4/22/2017,003
Bogdan,Marko,72907883527,5310072532307,,Tomislavov trg 30,Kašina,10362,"Kvaternikov trg 33, 10361 Sesvete-Kraljevec",+3851559442,+38591212970,,6651094754,BIJELI,,,,IDEAL,2/22/2017,003
Car,Ivano,19060321365,,832964802,Rooseveltov trg 33,Zagreb-Susedgrad,10090,,+3851820528,,,8016106078,PLAVI,,,,IDEAL,1/7/2017,004
Živković,Lana,45584985215,1829221511496,769741965,Ulica kraljice Jelene 85,Donji Dragonožec,10253,,,+385916067355,,8459094656,PLAVI,Nemčićeva 47,10257,Brezovica,IDEAL,3/30/2017,001
Pejić,Petra,88663274675,4191646210083,459969641,Splavnica 28,Sesvete-Kraljevec,10361,"Borisa Papandopula 15, 10373 Ivanja Reka",,+385915184761,Petra.Pejic@gmail.com,5318660278,PLAVI,,,,IDEAL,1/11/2017,003
Vidaković,Filip,89211901812,,,Ulica kraljice Jelene 37,Belovar,10363,"Ulica neznane junakinje 35, 10363 Belovar",,+385993575388,,1299633051,PLAVI,,,,IDEAL,1/5/2017,001
Jurić,Sara,49598032723,8857185982219,970512101,Mladena Pozajića 54,Zagreb-Novi Zagreb,10020,,+3851529407,+385919646170,,8713361745,BIJELI,,,,BONUS,3/5/2017,002
Vukić,Lucija,04486137039,,,Harmica 18,Zagreb-Novi Zagreb,10020,,,+385994971219,,2861390657,CRVENI,Hebrangova 49,10362,Kašina,IDEAL,3/14/2017,005
Filipović,Filip,86969682076,3804672354209,,Kačićeva 67,Ivanja Reka,10373,,,+385997889110,Filip.Filipovic@hotmail.com,9606634146,BIJELI,,,,IDEAL,1/14/2017,002
Turković,David,72301984991,,,Matice hrvatske 45,Brezovica,10257,,,+385996123645,David.Turkovic@yahoo.com,9035096418,PLAVI,,,,KLASIK,1/12/2017,005
Lukić,Ivano,13130817367,9109689449454,855430825,Huberta Pettana 54,Kašina,10362,,,+385914774832,,3709426347,PLAVI,,,,BONUS,2/4/2017,001
Kolarić,Lana,64648734770,5425251902156,340112761,Brune Bjelinskog 79,Donji Dragonožec,10253,,,+385919164917,,8257492321,PLAVI,,,,BONUS,3/30/2017,003
Perković,Ema,07285530952,3055832564695,,Dragana Plemenca 86,Lučko,10250,,+3851752585,+38591415506,Ema.Perkovic@gmail.com,6060019096,PLAVI,,,,IDEAL,3/2/2017,003
Baričević,Ema,16262947823,,596946104,Jukićeva 77,Sesvete,10360,,+3851179260,,Ema.Baricevic@hotmail.com,1338834196,BIJELI,,,,BONUS,3/3/2017,002
Petrović,Matej,97747035177,8235143918143,,Vojnovićeva 43,Sesvete,10360,,+3851946768,,Matej.Petrovic@gmail.com,6756496458,BIJELI,,,,IDEAL,1/4/2017,005
Burić,Ema,07904666529,,821685305,Frankopanska 84,Zaprešić,10290,,+3851462186,,,7940766908,BIJELI,Ladislava Šabana 41,10020,Zagreb-Novi,IDEAL,2/18/2017,005
Erceg,Petra,40115719058,,357781785,Petrićeva 39,Sesvete,10360,"Novakova 55, 10360 Sesvete",+3851539219,,Petra.Erceg@gmail.com,7454793993,BIJELI,,,,IDEAL,3/26/2017,004
Bašić,Jakov,27953381410,5426231523216,,Vodnikova 40,Sesvete-Kraljevec,10361,,+3851754939,+385911904607,,4121188046,BIJELI,,,,IDEAL,3/30/2017,001
Vrdoljak,Petra,21776742893,,474480090,Ivana Langa 65,Belovar,10363,,,+385918347001,Petra.Vrdoljak@gmail.com,6823770333,BIJELI,,,,IDEAL,1/30/2017,002
Matković,Luka,57947898567,7089065089603,,Dalmatinska 68,Sesvete,10360,,,+385917051983,Luka.Matkovic@yahoo.com,9186216610,PLAVI,,,,IDEAL,4/20/2017,004
Pavlić,Petar,50686906725,,,Primorska 11,Brezovica,10257,,+3851655926,+38591340432,,1377548565,BIJELI,,,,IDEAL,4/21/2017,002
Bošnjak,Jakov,39506422191,,,Žigrovićeva 88,Lučko,10250,,+3851929946,,,1318038600,BIJELI,,,,IDEAL,2/1/2017,003
Bašić,Lana,52539650558,,443863904,Krešimira Kovačevića 36,Kašina,10362,,+3851547692,+385913733448,,6937318081,BIJELI,,,,IDEAL,1/22/2017,003
Antunović,Filip,65774676033,1961350277069,,Ulica kraljice Jelene 61,Sesvete,10360,,+3851132362,,Filip.Antunovic@yahoo.com,5388516366,BIJELI,"Karlovačka k.br. 1, 2 i 4 68",10290,Zaprešić,KLASIK,3/27/2017,003
Ivanković,Marko,41002798500,9854340121753,364207799,Novakova 86,Kašina,10362,"Rudolfa Matza 99, 10363 Belovar",,+385916909454,Marko.Ivankovic@gmail.com,6872911642,PLAVI,Ulica kneza Mislava 25,10257,Brezovica,IDEAL,3/16/2017,004
Crnković,Matej,80074333889,8824103372262,,Ulica kneza Višeslava 85,Sesvete-Kraljevec,10361,,+3851107303,,,9533403322,BIJELI,,,,IDEAL,2/14/2017,005
Vidaković,Filip,49564473398,,291069248,Huberta Pettana 68,Belovar,10363,"Margaretska 42, 10361 Sesvete-Kraljevec",,+385999228136,Filip.Vidakovic@yahoo.com,8741909839,BIJELI,,,,IDEAL,1/21/2017,002
Pavlić,Lucija,64426339154,,970848393,Jukićeva 86,Donji Dragonožec,10253,,,+385912503456,Lucija.Pavlic@hotmail.com,6415971903,PLAVI,,,,IDEAL,1/9/2017,001
Bašić,Ana,26866811133,,804075354,Rakovčeva 75,Sesvete,10360,,+3851128716,,,7270476848,PLAVI,,,,IDEAL,1/5/2017,003
